Type,Frame,Angle
Bezier Euler,635,-3.29371
Bezier Euler,636,-3.03347
Bezier Euler,637,-2.76896
Bezier Euler,638,-2.50198
Bezier Euler,639,-2.23436
Bezier Euler,640,-1.96789
Bezier Euler,641,-1.70439
Bezier Euler,642,-1.44567
Bezier Euler,643,-1.19355
Bezier Euler,644,-0.949825
Bezier Euler,645,-0.716317
Bezier Euler,646,-0.494833
Bezier Euler,647,-0.287185
Bezier Euler,648,-0.0951835
Bezier Euler,649,0.07936
Bezier Euler,650,0.234635
Bezier Euler,651,0.36883
Bezier Euler,652,0.480181
Bezier Euler,653,0.569448
Bezier Euler,654,0.638611
Bezier Euler,655,0.689647
Bezier Euler,656,0.724535
Bezier Euler,657,0.745252
Bezier Euler,658,0.753777
Bezier Euler,659,0.752088
Bezier Euler,660,0.742164
Bezier Euler,661,0.725982
Bezier Euler,662,0.705521
Bezier Euler,663,0.682759
Bezier Euler,664,0.659675
Bezier Euler,665,0.638245
Bezier Euler,666,0.620449
Bezier Euler,667,0.608265
Bezier Euler,668,0.603671
Bezier Euler,669,0.608645
Bezier Euler,670,0.625166
Bezier Euler,671,0.655211
Bezier Euler,672,0.700759
Bezier Euler,673,0.593628
Bezier Euler,674,0.196897
Bezier Euler,675,-0.44056
Bezier Euler,676,-1.26987
Bezier Euler,677,-2.24217
Bezier Euler,678,-3.30857
Bezier Euler,679,-4.42022
Bezier Euler,680,-5.52823
Bezier Euler,681,-6.58373
Bezier Euler,682,-7.53786
Bezier Euler,683,-8.34173
Bezier Euler,684,-8.94649
Bezier Euler,685,-9.30325
Bezier Euler,686,-9.36314
Bezier Euler,687,-9.0773
Bezier Euler,688,-8.39685
Bezier Euler,689,-7.27291
Bezier Euler,690,-5.65662
Bezier Euler,691,-3.4991
Bezier Euler,692,-0.751487
Bezier Euler,693,2.6351
Bezier Euler,694,6.82685
Bezier Euler,695,11.8981
Bezier Euler,696,17.7598
Bezier Euler,697,24.3231
Bezier Euler,698,31.499
Bezier Euler,699,39.1985
Bezier Euler,700,47.3328
Bezier Euler,701,55.8127
Bezier Euler,702,64.5495
Bezier Euler,703,73.4541
Bezier Euler,704,82.4375
Bezier Euler,705,91.4109
Bezier Euler,706,100.285
Bezier Euler,707,108.972
Bezier Euler,708,117.381
Bezier Euler,709,125.424
Bezier Euler,710,133.013
Bezier Euler,711,140.058
Bezier Euler,712,146.47
Bezier Euler,713,152.16
Bezier Euler,714,157.04
Bezier Euler,715,161.25
Bezier Euler,716,165.01
Bezier Euler,717,168.348
Bezier Euler,718,171.294
Bezier Euler,719,173.876
Bezier Euler,720,176.124
Bezier Euler,721,178.065
Bezier Euler,722,179.73
Bezier Euler,723,181.147
Bezier Euler,724,182.345
Bezier Euler,725,183.352
Bezier Euler,726,184.198
Bezier Euler,727,184.911
Bezier Euler,728,185.52
Bezier Euler,729,186.055
Bezier Euler,730,186.544
Bezier Euler,731,187.016
Bezier Euler,732,187.5
Bezier Euler,733,188.024
Bezier Euler,734,188.618
Bezier Euler,735,189.311
Bezier Euler,736,189.85
Bezier Euler,737,189.999
Bezier Euler,738,189.81
Bezier Euler,739,189.336
Bezier Euler,740,188.63
Bezier Euler,741,187.744
Bezier Euler,742,186.731
Bezier Euler,743,185.643
Bezier Euler,744,184.532
Bezier Euler,745,183.452
Bezier Euler,746,182.455
Bezier Euler,747,181.593
Bezier Euler,748,180.919
Bezier Euler,749,180.486
Bezier Euler,750,180.346
Bezier Euler,751,180.551
Bezier Euler,752,181.155
Bezier Euler,753,182.209
Bezier Euler,754,183.767
Bezier Euler,755,185.88
Bezier Euler,756,188.602
Bezier Euler,757,192.028
Bezier Euler,758,196.17
Bezier Euler,759,200.959
Bezier Euler,760,206.324
Bezier Euler,761,212.194
Bezier Euler,762,218.499
Bezier Euler,763,225.167
Bezier Euler,764,232.128
Bezier Euler,765,239.311
Bezier Euler,766,246.647
Bezier Euler,767,254.063
Bezier Euler,768,261.49
Bezier Euler,769,268.856
Bezier Euler,770,276.092
Bezier Euler,771,283.126
Bezier Euler,772,289.887
Bezier Euler,773,296.306
Bezier Euler,774,302.311
Bezier Euler,775,307.831
Bezier Euler,776,312.797
Bezier Euler,777,317.137
Bezier Euler,778,320.991
Bezier Euler,779,324.556
Bezier Euler,780,327.847
Bezier Euler,781,330.878
Bezier Euler,782,333.663
Bezier Euler,783,336.218
Bezier Euler,784,338.557
Bezier Euler,785,340.693
Bezier Euler,786,342.643
Bezier Euler,787,344.42
Bezier Euler,788,346.04
Bezier Euler,789,347.516
Bezier Euler,790,348.863
Bezier Euler,791,350.096
Bezier Euler,792,351.23
Bezier Euler,793,352.278
Bezier Euler,794,353.256
Bezier Euler,795,354.177
Bezier Euler,796,355.058
Bezier Euler,797,355.912
Bezier Euler,798,356.753
Bezier Euler,799,357.487
Bezier Euler,800,358.02
Bezier Euler,801,358.368
Bezier Euler,802,358.549
Bezier Euler,803,358.58
Bezier Euler,804,358.477
Bezier Euler,805,358.258
Bezier Euler,806,357.939
Bezier Euler,807,357.537
Bezier Euler,808,357.069
Bezier Euler,809,356.553
Bezier Euler,810,356.004
Bezier Euler,811,355.441
Bezier Euler,812,354.879
Bezier Euler,813,354.337
Bezier Euler,814,353.83
Bezier Euler,815,353.376
Bezier Euler,816,352.991
Bezier Euler,817,352.693
Bezier Euler,818,352.498
Bezier Euler,819,352.424
Bezier Euler,820,352.436
Bezier Euler,821,352.485
Bezier Euler,822,352.569
Bezier Euler,823,352.684
Bezier Euler,824,352.828
Bezier Euler,825,352.997
Bezier Euler,826,353.187
Bezier Euler,827,353.397
Bezier Euler,828,353.622
Bezier Euler,829,353.86
Bezier Euler,830,354.107
Bezier Euler,831,354.361
Bezier Euler,832,354.617
Bezier Euler,833,354.873
Bezier Euler,834,355.127
Bezier Euler,835,355.373
Bezier Euler,836,355.61
Bezier Euler,837,355.834
Bezier Euler,838,356.043
Bezier Euler,839,356.232
Bezier Euler,840,356.399
Bezier Euler,841,356.553
Bezier Euler,842,356.705
Bezier Euler,843,356.855
Bezier Euler,844,357.002
Bezier Euler,845,357.147
Bezier Euler,846,357.289
Bezier Euler,847,357.427
Bezier Euler,848,357.563
Bezier Euler,849,357.695
Bezier Euler,850,357.823
Bezier Euler,851,357.948
Bezier Euler,852,358.068
Bezier Euler,853,358.184
Bezier Euler,854,358.295
Bezier Euler,855,358.402
Bezier Euler,856,358.504
Bezier Euler,857,358.6
Bezier Euler,858,358.691
Bezier Euler,859,358.776
Bezier Euler,860,358.856
Bezier Euler,861,358.929
Bezier Euler,862,358.994
Bezier Euler,863,359.047
Bezier Euler,864,359.091
Bezier Euler,865,359.126
Bezier Euler,866,359.154
Bezier Euler,867,359.174
Bezier Euler,868,359.189
Bezier Euler,869,359.199
Bezier Euler,870,359.205
Bezier Euler,871,359.209
Bezier Euler,872,359.21
Bezier Euler,873,359.211
Bezier Euler,874,359.213
Bezier Euler,875,359.215
Bezier Euler,876,359.219
Bezier Euler,877,359.227
Bezier Euler,878,359.239
Bezier Euler,879,359.257
Bezier Euler,880,359.28
Bezier Euler,881,359.311
Bezier Euler,882,359.35
Bezier Euler,883,359.393
Bezier Euler,884,359.435
Bezier Euler,885,359.476
Bezier Euler,886,359.518
Bezier Euler,887,359.56
Bezier Euler,888,359.604
Bezier Euler,889,359.649
Bezier Euler,890,359.697
Bezier Euler,891,359.747
Bezier Euler,892,359.8
Bezier Euler,893,359.858
Bezier Euler,894,359.919
Bezier Euler,895,359.986
Bezier Euler,896,360.058
Bezier Euler,897,360.135
Bezier Euler,898,360.22
Bezier Euler,899,360.311
Bezier Euler,900,360.409
Bezier Euler,901,360.516
Bezier Euler,902,360.631
Bezier Euler,903,360.755
Bezier Euler,904,360.894
Bezier Euler,905,361.051
Bezier Euler,906,361.224
Bezier Euler,907,361.412
Bezier Euler,908,361.611
Bezier Euler,909,361.821
Bezier Euler,910,362.039
Bezier Euler,911,362.263
Bezier Euler,912,362.49
Bezier Euler,913,362.719
Bezier Euler,914,362.948
Bezier Euler,915,363.174
Bezier Euler,916,363.396
Bezier Euler,917,363.612
Bezier Euler,918,363.818
Bezier Euler,919,364.014
